Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	mmu04510:Focal adhesion	4	4.395604395604396	0.08153476710351411	CCND1, BCL2, ITGA9, VEGFA	39	207	7691	3.8107271150749407	0.9999713770276031	0.4651445606399911	0.4651445606399911
GOTERM_BP_DIRECT	GO:0030318~melanocyte differentiation	2	2.197802197802198	0.08388859033288337	MEF2C, BCL2	80	20	18082	22.6025	1.0	1.0	1.0
KEGG_PATHWAY	mmu04916:Melanogenesis	3	3.296703296703297	0.08553677673165255	TCF7L2, FZD8, TYR	39	99	7691	5.975912975912975	0.999983271845024	0.4651445606399911	0.4651445606399911
GOTERM_BP_DIRECT	GO:0051726~regulation of cell cycle	3	3.296703296703297	0.0861659772673951	CCND1, E2F1, BCL2	80	112	18082	6.054241071428571	1.0	1.0	1.0
UP_KEYWORDS	Lipoprotein	7	7.6923076923076925	0.08620041781185062	CPD, PRICKLE2, LRP4, NCAM1, NCAM2, ENPP6, EFNA5	90	780	22680	2.2615384615384615	0.9999985317760055	0.8541877679252683	0.8427221603021103
GOTERM_CC_DIRECT	GO:0042629~mast cell granule	2	2.197802197802198	0.08788726061968105	CD300A, CPLX2	83	22	19662	21.535596933187296	0.9999982340146442	1.0	1.0
KEGG_PATHWAY	mmu04015:Rap1 signaling pathway	4	4.395604395604396	0.08806717226808493	P2RY1, LCP2, EFNA5, VEGFA	39	214	7691	3.6860771627126763	0.9999881031903097	0.4651445606399911	0.4651445606399911
KEGG_PATHWAY	mmu04660:T cell receptor signaling pathway	3	3.296703296703297	0.08850762796039713	PPP3CA, CD28, LCP2	39	101	7691	5.857578065498858	0.9999887895320504	0.4651445606399911	0.4651445606399911
UP_SEQ_FEATURE	compositionally biased region:Ala-rich	3	3.296703296703297	0.08877464436635332	ALKBH5, RASA2, FOXK1	79	115	18012	5.947826086956522	0.9999999999999939	1.0	1.0
SMART	SM00291:ZnF_ZZ	2	2.197802197802198	0.08931319009315275	ZZZ3, DMD	55	18	10425	21.06060606060606	0.9985683618896227	1.0	1.0
GOTERM_MF_DIRECT	GO:0002020~protease binding	3	3.296703296703297	0.09026693281299084	SERPINE1, CD28, BCL2	76	117	17446	5.885964912280701	0.999999998785678	1.0	1.0
UP_SEQ_FEATURE	cross-link:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO)	3	3.296703296703297	0.09140577856253108	TCF7L2, MEF2C, SOX6	79	117	18012	5.846153846153847	0.9999999999999978	1.0	1.0
UP_SEQ_FEATURE	splice variant	27	29.67032967032967	0.09220702088071313	SLC35D2, LRP4, NEDD4L, EFNA5, BICD2, PPP3CA, INPP5D, FGFR1OP2, CEP170B, NCAM1, NCAM2, SOX6, TCF7L2, TMEM184C, MEF2C, CD300A, XPO7, UNC5C, FOXP2, VEGFA, MORF4L1, ARMC2, ZZZ3, BCL2, RBM41, FAM161B, SF1	79	4691	18012	1.3123001492219142	0.9999999999999983	1.0	1.0
KEGG_PATHWAY	mmu04151:PI3K-Akt signaling pathway	5	5.4945054945054945	0.09328516900793596	CCND1, BCL2, EFNA5, ITGA9, VEGFA	39	351	7691	2.8091898604719114	0.9999941264794121	0.4651445606399911	0.4651445606399911
KEGG_PATHWAY	mmu05145:Toxoplasmosis	3	3.296703296703297	0.09454157736585185	IL10RB, IFNGR2, BCL2	39	105	7691	5.634432234432235	0.999995047470292	0.4651445606399911	0.4651445606399911
KEGG_PATHWAY	mmu04650:Natural killer cell mediated cytotoxicity	3	3.296703296703297	0.09454157736585185	PPP3CA, IFNGR2, LCP2	39	105	7691	5.634432234432235	0.999995047470292	0.4651445606399911	0.4651445606399911
GOTERM_BP_DIRECT	GO:0061178~regulation of insulin secretion involved in cellular response to glucose stimulus	2	2.197802197802198	0.09585747904702181	TCF7L2, EFNA5	80	23	18082	19.65434782608696	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0060045~positive regulation of cardiac muscle cell proliferation	2	2.197802197802198	0.09585747904702181	MEF2C, NCAM1	80	23	18082	19.65434782608696	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0045766~positive regulation of angiogenesis	3	3.296703296703297	0.09818968686825268	SERPINE1, MMP9, VEGFA	80	121	18082	5.60392561983471	1.0	1.0	1.0
UP_KEYWORDS	Disulfide bond	18	19.78021978021978	0.09911413071296608	CD300A, IL10RB, ST8SIA3, IL5RA, FZD8, LRP4, UNC5C, EFNA5, MMP9, VEGFA, P2RY1, CD28, NCAM1, CD69, NCAM2, ENPP6, GLA, ITGA9	90	3124	22680	1.4519846350832268	0.9999998238849536	0.8541877679252683	0.8427221603021103
